pm2.5,DEWP,TEMP,PRES,Iws
62,0,13,1012,22.35
58,-1,14,1012,26.37
77,6,13,1013,8.05
131,3,11,1013,15.2
121,3,10,1012,24.14
81,3,10,1012,29.06
77,3,10,1011,33.98
67,3,9,1011,38
66,3,9,1011,42.02
60,2,8,1011,45.15
71,2,8,1011,48.28
94,2,8,1012,50.07
90,2,8,1013,1.79
85,2,8,1014,0.89
75,2,8,1015,0.89
79,2,8,1015,0.89
91,2,8,1016,2.68
89,3,7,1017,5.81
102,3,8,1017,7.6
49,0,8,1017,11.62
14,-8,8,1018,5.81
14,-10,7,1019,10.73
16,-10,7,1020,15.65
14,-11,7,1020,21.46
22,-12,8,1021,26.38
17,-11,10,1021,3.13
16,-13,11,1020,1.79
19,-13,13,1019,4.02
19,-13,13,1018,5.81
24,-13,14,1017,7.6
22,-13,16,1016,3.13
22,-13,16,1015,7.15
32,-13,15,1015,14.3
30,-14,15,1015,20.11
24,-14,14,1015,25.92
29,-8,12,1016,30.84
56,-4,11,1016,37.99
58,-5,10,1018,46.04
53,-6,8,1019,51.85
37,-6,8,1018,55.87
39,-5,7,1018,59.89
40,-4,7,1018,63.91
44,-3,6,1018,67.93
48,-3,6,1017,71.06
54,-3,6,1017,75.98
73,-2,6,1018,79.11
89,-1,6,1018,82.24
80,0,5,1018,85.37
84,1,5,1019,89.39
91,1,5,1019,91.18
68,2,5,1019,92.97
67,2,6,1019,96.99
75,1,5,1019,100.12
68,1,6,1017,104.14
63,1,7,1017,0.89
57,1,7,1016,1.78
50,1,8,1015,1.79
63,2,7,1015,1.79
81,2,7,1015,3.58
78,3,7,1015,1.79
79,2,7,1016,3.58
87,2,6,1015,1.79
86,2,7,1015,1.79
86,3,6,1015,3.58
87,2,6,1014,0.45
84,2,6,1014,0.9
86,3,7,1014,1.79
108,3,6,1015,3.58
116,4,7,1015,5.37
105,4,6,1014,7.16
95,4,6,1015,8.95
44,4,6,1016,12.08
33,3,7,1017,17
23,-2,7,1017,21.02
22,-3,8,1017,29.07
42,-8,8,1018,34.88
88,-13,8,1017,44.71
40,-15,11,1018,57.67
25,-12,9,1018,70.63
29,-14,9,1018,84.49
31,-16,10,1018,98.35
23,-15,9,1018,109.53
14,-12,8,1020,118.47
14,-13,6,1022,128.3
12,-13,6,1023,136.35
11,-14,5,1024,143.5
8,-14,5,1025,150.65
7,-14,4,1025,156.46
8,-14,4,1026,162.27
11,-13,4,1026,170.32
14,-13,3,1026,175.24
13,-14,3,1026,180.16
13,-14,2,1026,183.29
16,-15,2,1027,187.31
14,-15,2,1027,190.44
14,-14,4,1028,194.46
19,-17,6,1028,199.38
12,-20,7,1028,209.21
13,-21,8,1028,218.15
15,-22,9,1028,229.33
14,-22,10,1027,239.16
13,-22,10,1027,251.23
12,-20,11,1026,262.41
11,-20,11,1026,272.24
13,-19,11,1025,280.29
13,-19,10,1025,285.21
13,-18,9,1025,288.34
17,-16,8,1026,1.79
31,-11,5,1026,1.79
47,-11,4,1028,3.58
68,-15,6,1029,5.37
69,-16,4,1029,0.89
100,-8,1,1029,1.78
81,-12,1,1029,1.79
55,-7,0,1029,0.89
48,-8,1,1029,0.89
42,-7,1,1029,0.89
39,-11,2,1029,0.89
26,-8,1,1029,2.68
24,-7,3,1029,4.47
25,-10,5,1030,3.13
30,-10,6,1030,4.92
43,-16,8,1030,6.71
42,-16,9,1029,8.5
57,-17,11,1027,1.79
38,-18,12,1026,1.79
41,-17,13,1025,3.58
54,-17,12,1023,3.13
50,-16,13,1022,3.13
81,-10,13,1022,4.92
96,-6,12,1022,9.84
94,-4,11,1022,15.65
84,-3,10,1023,22.8
67,-3,10,1023,28.61
70,-2,9,1023,34.42
76,-1,8,1023,39.34
79,-1,7,1023,47.39
81,-1,6,1023,53.2
84,-1,6,1023,59.01
97,-1,5,1022,63.03
106,0,4,1022,66.16
121,0,4,1022,69.29
130,0,3,1022,72.42
142,1,4,1022,76.44
171,1,5,1022,79.57
196,1,6,1022,82.7
198,1,6,1022,84.49
206,1,6,1022,87.62
203,2,6,1021,90.75
204,1,7,1020,93.88
199,1,7,1020,97.01
193,1,8,1019,98.8
194,2,9,1018,0.89
202,1,9,1018,1.78
200,2,8,1018,1.79
206,1,7,1018,1.79
212,2,7,1019,1.79
220,1,6,1019,2.68
237,1,5,1019,3.57
225,1,5,1018,0.89
235,1,4,1018,1.34
239,0,3,1018,1.79
244,0,2,1017,3.58
255,0,3,1017,5.37
247,1,3,1017,6.26
253,1,3,1017,7.15
242,1,3,1017,8.94
244,2,4,1018,9.83
235,3,6,1018,12.96
249,3,7,1019,16.09
254,4,10,1019,3.13
266,4,11,1018,6.26
286,3,13,1018,1.79
289,3,14,1017,5.81
285,3,15,1017,9.83
215,3,15,1017,13.85
185,3,15,1016,17.87
151,3,15,1017,21.89
134,4,13,1017,26.81
143,5,11,1018,32.62
123,5,10,1020,38.43
102,5,9,1021,42.45
96,4,9,1022,47.37
92,5,8,1023,52.29
91,4,8,1023,56.31
107,4,7,1023,59.44
103,3,6,1023,61.23
129,3,6,1023,63.02
130,2,5,1023,64.81
116,2,5,1023,66.6
128,2,5,1024,68.39
152,2,5,1024,71.52
154,2,5,1024,75.54
151,2,6,1025,78.67
165,2,7,1024,81.8
149,2,9,1024,84.93
162,2,11,1023,88.06
170,3,11,1022,91.19
143,3,12,1021,95.21
144,4,12,1020,98.34
156,4,11,1019,101.47
161,5,11,1018,103.26
140,5,11,1018,105.05
134,5,11,1018,108.18
138,5,11,1018,109.97
184,5,11,1018,0.89
223,5,10,1018,1.79
212,5,10,1018,3.58
206,5,10,1018,0.89
212,6,10,1016,1.79
209,6,9,1016,0.89
198,7,9,1016,2.68
192,7,9,1015,4.47
184,6,8,1015,6.26
177,7,8,1014,0.89
183,7,9,1015,0.45
184,6,10,1015,0.9
195,6,11,1014,1.79
209,6,13,1014,1.79
200,6,14,1013,1.79
207,6,16,1012,2.68
215,6,18,1011,1.79
229,6,19,1011,1.79
248,6,19,1010,3.13
255,6,20,1009,6.26
268,6,20,1009,9.39
264,7,19,1010,12.52
257,7,17,1011,0.45
300,7,16,1011,0.89
309,7,14,1012,2.68
331,8,13,1012,4.47
351,8,14,1011,6.26
389,8,14,1011,7.15
385,8,14,1011,0.89
382,9,12,1011,2.68
382,9,14,1011,1.79
369,8,13,1011,3.58
343,8,13,1012,5.37
342,8,14,1012,8.5
324,8,14,1014,10.29
307,9,14,1014,4.92
272,8,14,1015,10.73
131,8,14,1015,17.88
36,6,15,1016,23.69
22,6,16,1015,29.5
17,6,17,1015,33.52
17,6,17,1014,36.65
27,8,18,1014,4.02
170,9,17,1014,8.94
175,9,16,1014,14.75
121,7,15,1015,19.67
198,9,13,1016,23.69
184,9,12,1017,26.82
167,9,12,1018,29.95
155,8,12,1018,33.97
152,8,11,1018,35.76
110,8,11,1018,37.55
94,8,10,1018,38.44
100,8,9,1019,0.89
100,7,9,1018,1.79
94,7,9,1018,3.58
87,7,8,1018,4.47
82,7,8,1019,5.36
83,8,10,1019,8.49
94,8,12,1020,0.89
92,8,13,1020,1.79
84,8,15,1020,0.89
69,7,16,1020,2.68
83,2,17,1019,4.47
90,2,19,1019,6.26
95,2,19,1018,3.13
73,1,19,1018,1.79
66,1,19,1017,4.92
77,1,18,1017,4.02
80,1,17,1019,7.15
76,0,16,1019,10.28
80,2,15,1020,0.89
71,-2,15,1021,4.92
55,-2,15,1022,9.84
53,-3,14,1022,13.86
48,-2,13,1022,16.99
52,0,12,1022,17.88
46,1,12,1022,19.67
38,1,12,1022,0.89
30,-1,12,1022,0.89
26,-2,12,1022,4.91
27,0,12,1023,1.79
47,2,12,1023,4.02
50,4,12,1023,9.83
51,4,12,1023,16.98
48,4,12,1024,22.79
51,6,11,1024,28.6
49,5,13,1023,35.75
51,3,13,1022,42.9
39,2,13,1022,50.95
23,2,13,1021,4.92
16,2,13,1021,5.81
26,2,13,1020,11.62
32,2,13,1021,15.64
35,2,12,1021,1.79
34,3,12,1022,4.92
46,3,11,1023,8.05
44,4,10,1023,11.18
41,6,9,1022,14.31
34,6,9,1022,3.13
31,6,9,1022,1.79
49,6,8,1022,3.58
37,6,8,1021,3.13
27,6,8,1021,4.92
37,6,8,1021,8.05
45,6,8,1021,11.18
44,6,8,1021,14.31
53,6,9,1021,18.33
48,6,9,1021,21.46
47,7,9,1021,23.25
46,6,10,1021,25.04
42,7,10,1021,29.06
40,6,10,1021,33.08
38,6,11,1020,38
30,5,10,1020,42.92
34,5,11,1020,0.89
35,4,12,1020,3.13
35,4,12,1020,6.26
26,4,11,1020,3.13
33,4,10,1021,4.92
47,4,11,1021,3.13
41,3,10,1022,7.15
47,3,6,1022,10.28
37,4,6,1022,0.45
41,3,5,1022,0.89
60,4,5,1021,0.89
62,2,3,1021,3.13
36,1,3,1021,6.26
31,2,4,1021,8.05
24,2,4,1021,9.84
65,4,7,1022,11.63
51,2,10,1023,14.76
41,-1,13,1023,17.89
39,-2,15,1022,1.79
31,-4,17,1022,3.13
19,-10,19,1021,7.15
19,-10,20,1020,3.13
18,-11,21,1019,5.81
10,-12,21,1018,12.96
16,-13,21,1018,21.01
23,-9,20,1018,25.03
21,-10,19,1018,28.16
20,-10,18,1018,31.29
23,-8,18,1019,4.92
32,-8,17,1019,8.94
39,-7,16,1020,13.86
38,-6,15,1019,17.88
45,-6,15,1019,22.8
53,-5,12,1019,24.59
56,-4,11,1018,27.72
54,-3,11,1018,30.85
65,-2,9,1018,32.64
73,-2,7,1019,35.77
70,0,8,1019,37.56
81,1,10,1019,0.45
90,0,13,1019,1.79
86,0,16,1019,3.58
107,-1,18,1019,6.71
122,2,20,1018,11.63
114,3,23,1017,18.78
111,3,24,1015,26.83
112,3,24,1015,32.64
111,3,23,1014,40.69
117,4,23,1013,48.74
103,4,23,1013,54.55
85,5,21,1013,59.47
79,5,20,1013,62.6
78,5,19,1013,65.73
83,5,19,1014,70.65
89,6,17,1014,75.57
93,6,17,1014,81.38
98,6,16,1015,86.3
93,6,14,1015,90.32
96,6,15,1015,94.34
92,6,14,1015,98.36
106,7,13,1015,101.49
98,6,12,1015,104.62
110,7,12,1015,108.64
129,7,13,1015,111.77
141,7,13,1015,115.79
140,7,14,1015,119.81
142,7,15,1015,124.73
134,7,18,1015,131.88
133,6,19,1014,139.03
128,5,20,1012,146.18
110,5,21,1012,153.33
120,6,20,1012,159.14
135,8,18,1012,7.15
22,7,11,1013,16.98
15,8,10,1014,25.92
19,8,10,1015,29.94
16,8,9,1015,0.89
9,7,9,1017,4.92
7,6,8,1017,9.84
7,4,8,1017,14.76
10,4,8,1017,4.02
8,3,7,1017,3.13
5,0,7,1016,8.94
9,-3,8,1016,14.75
20,-5,7,1016,19.67
8,-7,6,1016,25.48
7,-7,6,1016,31.29
6,-8,8,1015,37.1
16,-7,10,1015,42.02
10,-8,10,1015,46.94
11,-10,11,1014,50.07
11,-7,12,1013,1.79
18,-7,12,1011,3.13
26,-7,11,1011,6.26
25,-8,12,1010,11.18
20,-7,13,1010,16.1
24,-4,12,1011,24.15
15,-1,7,1012,11.18
10,-2,8,1011,19.23
10,-4,8,1012,27.28
14,-5,8,1012,34.43
11,-9,8,1013,42.48
11,-11,7,1013,51.42
16,-11,7,1013,61.25
13,-12,6,1013,71.08
16,-15,6,1012,82.26
15,-14,5,1011,90.31
17,-14,5,1011,95.23
18,-13,4,1011,98.36
22,-12,3,1010,100.15
19,-13,4,1010,104.17
22,-12,6,1010,109.98
27,-12,7,1010,114.9
31,-11,8,1009,119.82
42,-9,10,1009,123.84
46,-9,11,1008,129.65
50,-8,12,1008,136.8
45,-8,12,1007,140.82
47,-6,13,1006,146.63
30,-7,13,1007,155.57
31,-9,13,1006,164.51
16,-9,12,1007,172.56
14,-11,12,1007,180.61
17,-12,11,1008,187.76
15,-10,10,1010,193.57
14,-10,9,1011,199.38
14,-10,9,1011,204.3
11,-11,8,1011,211.45
24,-11,8,1012,217.26
27,-8,7,1012,225.31
15,-6,6,1011,231.12
13,-8,6,1011,239.17
11,-10,6,1011,246.32
11,-10,6,1011,254.37
13,-10,6,1012,259.29
13,-11,7,1013,266.44
14,-11,9,1014,273.59
15,-11,10,1014,281.64
14,-11,11,1014,292.82
19,-11,13,1014,304
14,-11,13,1014,315.18
13,-10,14,1013,328.14
15,-11,15,1012,342
11,-11,15,1012,355.86
20,-10,15,1012,368.82
16,-10,14,1012,380
14,-10,14,1012,389.83
17,-10,13,1012,398.77
16,-8,12,1013,410.84
15,-7,11,1014,417.99
38,-7,11,1014,426.04
15,-7,10,1013,431.85
18,-7,10,1013,434.98
16,-4,7,1012,1.79
19,-5,7,1012,1.79
18,-7,9,1012,0.89
20,-6,9,1012,4.92
19,-7,10,1012,9.84
17,-6,9,1012,12.97
21,-6,11,1013,20.12
20,-6,13,1013,28.17
19,-6,14,1013,38
17,-8,15,1013,47.83
16,-8,17,1013,57.66
15,-9,17,1013,67.49
17,-9,19,1013,79.56
22,-9,19,1012,93.42
19,-9,19,1012,107.28
17,-8,19,1012,117.11
18,-8,19,1013,128.29
27,-9,18,1013,139.47
22,-7,17,1014,147.52
18,-6,16,1015,153.33
19,-5,15,1016,156.46
15,-4,14,1017,161.38
19,-3,14,1017,166.3
27,-3,14,1017,171.22
21,-4,13,1017,174.35
24,-4,12,1017,178.37
32,-5,12,1017,182.39
40,-5,12,1017,187.31
36,-5,11,1016,191.33
20,-5,12,1017,196.25
32,-6,14,1017,201.17
28,-6,16,1017,206.09
21,-8,18,1017,211.9
20,-8,19,1017,216.82
19,-8,21,1016,221.74
19,-10,22,1015,227.55
16,-8,23,1014,234.7
20,-7,24,1012,241.85
15,-6,25,1011,249.9
20,-7,25,1010,257.95
20,-7,25,1010,266
23,-7,25,1009,4.92
37,-5,22,1009,12.07
34,-4,20,1009,20.12
39,-3,19,1010,28.17
45,-3,19,1010,36.22
54,-3,18,1010,39.35
62,-2,16,1010,0.89
70,0,13,1009,0.89
66,1,9,1009,0.89
70,1,8,1009,1.78
82,1,8,1009,0.89
97,2,8,1008,1.78
86,2,8,1009,3.57
94,2,13,1009,5.36
89,0,16,1009,0.89
90,0,19,1009,1.79
86,0,22,1009,3.58
70,-1,25,1008,0.89
79,-1,28,1007,2.68
80,-1,31,1005,4.02
69,0,31,1005,9.83
52,-1,32,1004,15.64
48,-2,32,1003,22.79
35,-3,31,1002,29.94
31,-2,29,1002,37.09
37,-2,27,1002,42.9
63,-2,26,1002,48.71
61,1,24,1003,53.63
74,2,22,1002,57.65
74,3,22,1002,62.57
75,3,21,1001,66.59
68,3,20,1001,68.38
77,4,18,1000,71.51
93,6,18,1001,73.3
102,7,17,1000,1.79
111,7,16,1000,0.89
127,9,16,1001,0.89
132,10,17,1002,1.79
146,10,19,1003,1.79
151,10,22,1003,3.58
142,8,25,1003,3.13
115,7,26,1003,1.79
59,-1,30,1002,0.89
63,-5,32,1002,4.92
65,-5,32,1002,4.02
57,-4,32,1001,7.15
55,-6,32,1001,16.09
45,-7,31,1002,25.03
39,-8,30,1002,33.08
32,-4,25,1003,38
32,-9,26,1004,43.81
31,-8,24,1005,3.13
32,-9,22,1006,0.89
24,-9,22,1006,1.79
36,-2,18,1006,0.89
56,0,14,1007,1.78
43,-1,15,1007,2.23
69,0,14,1007,3.12
45,3,13,1008,1.79
44,-2,13,1008,3.58
64,-2,15,1009,0.45
80,5,16,1010,1.79
53,-2,21,1010,3.58
102,3,23,1010,0.89
133,3,22,1010,4.02
151,4,23,1010,7.15
149,6,23,1009,8.94
141,6,23,1008,12.07
146,6,24,1007,15.2
150,6,23,1006,18.33
150,7,23,1005,3.13
151,7,23,1005,0.89
142,6,22,1006,1.79
138,5,23,1006,4.02
142,6,20,1007,8.04
142,4,21,1007,0.89
150,5,19,1005,4.02
160,5,21,1006,1.79
118,4,20,1006,4.02
114,7,18,1005,0.89
111,9,16,1005,0.89
113,10,15,1005,4.02
120,10,15,1005,0.89
129,9,14,1005,0.89
133,10,13,1005,0.89
118,10,16,1005,1.79
119,8,19,1005,0.89
118,8,20,1005,1.79
132,9,21,1005,3.58
128,8,23,1004,1.79
135,8,24,1002,3.58
123,11,25,1002,4.02
118,13,25,1001,7.15
104,15,25,1000,11.17
121,15,24,999,16.98
136,15,23,999,21.9
172,16,22,999,26.82
208,17,19,1000,29.95
228,18,19,999,31.74
201,17,19,1000,35.76
142,16,19,1000,39.78
154,16,18,1000,44.7
165,16,17,999,49.62
182,15,17,999,53.64
158,15,16,997,57.66
181,15,16,997,59.45
202,15,16,996,63.47
202,15,16,996,65.26
198,14,16,997,67.05
215,15,16,998,68.84
216,15,16,997,71.97
261,15,17,998,73.76
283,16,18,997,76.89
282,17,20,997,78.68
260,16,22,997,3.13
70,8,24,996,12.07
32,7,26,996,21.9
13,7,26,996,33.08
9,6,25,996,46.94
7,6,24,997,59.01
11,3,21,999,71.08
14,0,18,1000,84.04
14,0,17,1002,97
14,-1,17,1003,113.09
12,-1,16,1004,124.27
10,-1,15,1004,134.1
16,-1,15,1005,143.04
9,-1,15,1006,151.98
10,-1,13,1007,153.77
10,0,12,1007,3.13
11,0,12,1008,4.02
13,0,13,1008,8.04
12,1,13,1009,11.17
17,1,15,1009,18.32
15,0,17,1009,25.47
19,2,19,1009,32.62
20,2,21,1008,39.77
16,2,23,1007,45.58
20,1,25,1006,52.73
17,1,26,1005,59.88
14,-1,28,1005,67.03
18,-1,28,1004,75.08
16,0,28,1004,80.89
16,0,27,1003,88.04
18,-2,27,1003,93.85
25,-3,26,1004,97.87
32,2,24,1004,4.92
35,2,23,1005,9.84
35,2,22,1005,13.86
41,0,23,1004,22.8
48,2,21,1003,26.82
50,2,20,1004,30.84
52,4,18,1003,33.97
57,4,19,1003,37.99
64,6,17,1002,41.12
66,6,17,1002,0.89
73,8,15,1002,1.79
72,8,17,1003,0.89
81,8,19,1004,1.79
85,8,21,1004,3.58
87,10,23,1003,1.79
165,0,25,1003,8.94
219,-2,26,1003,18.77
228,0,27,1002,26.82
204,-3,28,1002,38
173,-1,27,1002,47.83
126,-1,28,1002,57.66
130,-2,28,1002,66.6
115,-2,27,1003,73.75
58,1,23,1004,76.88
45,0,20,1005,78.67
30,2,19,1006,80.46
38,0,19,1006,85.38
48,0,16,1007,89.4
50,-1,18,1007,90.29
71,5,14,1007,1.79
49,6,14,1007,0.89
67,6,13,1007,1.79
59,7,15,1008,1.79
78,7,13,1008,0.89
140,8,12,1009,1.78
159,9,16,1009,2.67
191,10,18,1009,1.79
201,9,20,1009,1.79
203,9,22,1009,3.58
202,7,24,1009,1.79
163,4,24,1008,4.92
135,6,25,1007,9.84
119,7,25,1006,13.86
107,8,25,1005,17.88
110,7,24,1004,23.69
114,7,23,1004,28.61
132,7,23,1004,33.53
150,6,22,1004,38.45
154,5,21,1005,42.47
148,5,20,1006,45.6
144,6,19,1005,48.73
133,6,19,1007,0.89
139,11,15,1007,1.79
129,12,15,1004,1.79
122,12,14,1004,4.02
120,12,15,1005,8.94
129,10,16,1005,14.75
294,6,16,1006,19.67
100,3,15,1007,27.72
55,0,15,1008,35.77
32,-1,15,1008,47.84
19,-1,16,1008,59.02
18,-1,17,1008,67.96
14,0,19,1008,73.77
20,-1,20,1007,81.82
27,-3,21,1007,93
31,-2,22,1007,100.15
39,2,20,1007,5.81
28,-3,21,1007,5.81
56,-9,21,1007,16.99
53,-9,20,1007,24.14
59,-9,19,1008,32.19
82,-7,18,1009,37.11
108,-4,16,1009,38.9
117,-2,15,1009,0.89
126,0,14,1008,1.79
132,-2,14,1008,4.92
125,-1,13,1007,6.71
96,0,12,1006,0.89
40,3,11,1006,1.79
46,5,10,1005,3.58
50,4,8,1005,0.89
58,6,8,1005,1.78
55,6,12,1004,1.79
50,6,15,1004,3.58
55,3,19,1004,1.79
45,-6,22,1003,7.15
43,-8,23,1003,20.11
63,-6,23,1003,35.31
62,-4,23,1004,48.27
58,-5,22,1004,61.23
28,-3,23,1004,73.3
32,-1,21,1005,82.24
21,-2,21,1006,92.07
15,-1,20,1007,101.9
15,-1,18,1008,113.97
8,-2,17,1009,122.02
20,-1,17,1010,129.17
11,-1,16,1011,138.11
11,0,16,1012,146.16
10,-1,15,1013,154.21
8,0,14,1013,159.13
7,-1,14,1013,166.28
5,0,14,1014,172.09
5,0,13,1014,177.01
5,0,10,1014,180.14
4,3,12,1015,183.27
6,2,15,1015,186.4
10,2,16,1016,3.13
13,1,18,1017,3.13
12,3,20,1016,1.79
12,2,21,1016,4.92
16,2,22,1015,4.92
16,2,22,1015,9.84
18,2,23,1014,4.02
16,3,23,1014,4.02
11,3,23,1013,1.79
20,3,23,1013,3.13
20,3,22,1013,1.79
19,3,21,1014,1.79
24,4,19,1015,2.68
39,4,20,1016,0.89
35,4,16,1017,5.81
54,4,15,1018,10.73
49,5,14,1019,15.65
43,6,14,1019,17.44
40,6,13,1019,19.23
37,6,12,1019,22.36
38,6,11,1019,0.89
33,6,10,1019,0.89
31,7,11,1020,1.78
55,7,15,1020,0.45
51,8,16,1020,1.79
55,8,17,1020,0.89
49,7,18,1020,1.79
42,6,20,1019,1.79
44,6,21,1018,4.92
44,5,22,1018,1.79
40,5,22,1016,4.92
43,6,24,1016,8.05
45,5,24,1015,12.97
41,5,23,1015,17.89
43,5,22,1015,22.81
38,4,21,1015,26.83
44,6,19,1016,30.85
43,6,18,1017,34.87
46,6,16,1017,38
54,6,15,1018,41.13
52,6,14,1018,42.92
54,5,13,1018,0.89
60,6,12,1018,0.89
69,5,12,1018,0.89
75,5,12,1018,1.79
73,5,12,1019,4.92
72,6,12,1019,0.89
78,6,14,1020,1.79
83,8,17,1020,3.58
83,7,19,1020,5.37
82,9,21,1019,0.89
74,6,22,1019,2.68
60,7,24,1018,4.47
43,5,25,1017,4.92
41,5,25,1016,8.94
57,6,25,1016,12.96
66,6,25,1015,16.09
68,7,24,1015,19.22
78,7,23,1015,22.35
83,7,22,1015,25.48
68,5,21,1016,29.5
64,5,20,1017,33.52
69,6,18,1017,36.65
64,7,17,1017,39.78
60,7,16,1017,41.57
65,7,15,1017,1.79
61,7,14,1017,0.89
83,6,15,1016,1.79
112,6,14,1016,2.68
99,6,14,1016,5.81
108,7,14,1016,7.6
123,8,16,1017,9.39
117,8,17,1017,12.52
130,9,19,1016,14.31
130,8,20,1016,16.1
138,9,20,1016,19.23
147,9,21,1015,22.36
157,10,22,1015,24.15
140,11,22,1014,25.94
140,10,22,1014,1.79
159,10,22,1013,3.13
158,10,21,1013,3.13
168,11,20,1013,6.26
173,11,19,1012,1.79
181,13,18,1013,2.68
193,13,17,1013,0.89
209,13,17,1014,0.89
216,14,17,1014,0.89
219,14,17,1014,0.89
224,14,17,1013,0.89
231,14,17,1013,0.89
237,13,15,1013,2.68
238,12,14,1013,4.47
235,12,14,1014,6.26
222,14,15,1014,8.05
221,14,16,1014,9.84
223,14,18,1014,11.63
203,13,20,1014,13.42
191,13,22,1014,15.21
185,13,24,1014,0.89
181,13,26,1013,4.02
162,13,27,1012,4.91
185,11,28,1011,1.79
188,11,28,1011,0.89
170,12,28,1010,3.13
142,11,27,1010,7.15
126,10,27,1010,11.17
117,10,24,1011,14.3
113,10,24,1012,16.09
122,11,23,1012,17.88
114,11,23,1013,21.9
113,11,21,1013,25.92
107,11,21,1014,27.71
105,11,20,1014,30.84
98,10,18,1014,33.97
115,11,18,1014,35.76
121,11,18,1014,38.89
144,11,17,1014,42.02
185,12,17,1015,43.81
182,12,18,1015,47.83
178,13,19,1015,51.85
185,13,20,1015,54.98
163,13,22,1015,56.77
145,13,22,1015,58.56
137,13,22,1014,61.69
136,12,22,1014,65.71
100,12,22,1013,70.63
81,13,21,1013,73.76
56,12,20,1013,78.68
33,12,19,1013,82.7
70,13,17,1013,88.51
87,14,16,1014,90.3
69,14,15,1014,93.43
47,14,15,1014,95.22
48,13,15,1014,97.01
47,14,15,1013,98.8
51,13,15,1013,101.93
49,13,14,1012,103.72
36,13,14,1012,0.89
44,13,14,1011,1.79
41,13,14,1011,3.58
50,13,14,1011,0.89
51,13,14,1011,1.78
48,13,14,1011,2.67
53,13,14,1011,1.79
77,13,15,1011,3.58
74,14,16,1011,5.37
82,14,17,1011,7.16
75,14,18,1010,10.29
76,14,19,1010,13.42
79,15,19,1009,16.55
84,14,20,1008,1.79
89,13,20,1007,3.13
NA,13,19,1007,4.92
NA,13,19,1008,0.89
90,13,18,1007,3.13
83,13,18,1008,7.15
96,13,17,1008,10.28
74,13,17,1008,13.41
84,13,16,1007,18.33
86,13,16,1006,22.35
86,13,16,1005,25.48
94,13,16,1005,27.27
105,13,16,1004,29.06
89,14,15,1004,3.13
79,12,15,1004,10.28
13,12,14,1005,16.09
12,11,14,1004,21.9
17,11,13,1004,29.95
13,12,16,1003,33.97
16,9,18,1003,39.78
37,9,19,1002,45.59
53,8,21,1001,48.72
72,6,23,1000,59.9
64,7,24,999,7.15
60,8,25,998,12.07
54,13,14,999,5.81
29,12,18,1000,3.13
41,13,19,1000,0.89
56,10,19,1000,3.13
33,6,20,1000,7.15
31,7,18,1001,11.17
41,7,15,1001,1.79
58,7,17,1001,1.79
49,9,13,1001,0.89
38,9,13,1001,1.78
41,9,14,1001,3.13
34,8,14,1001,6.26
27,9,11,1001,1.79
23,9,11,1001,0.89
34,10,13,1001,0.89
34,10,19,1001,0.89
43,10,21,1001,1.79
50,5,25,1001,4.02
47,6,27,1000,8.94
44,4,29,1000,5.81
36,3,30,999,4.92
29,0,32,998,9.83
27,1,33,998,21.01
30,0,33,998,30.84
30,-2,34,997,39.78
21,-2,33,997,47.83
19,-3,32,998,54.98
21,-2,31,999,62.13
28,-1,29,999,4.02
32,-2,28,1000,8.04
33,0,27,1001,3.13
44,0,26,1001,6.26
61,4,20,1002,3.13
65,7,19,1002,4.92
66,9,16,1003,0.89
89,8,13,1003,1.79
103,9,13,1004,0.89
113,9,13,1005,1.78
104,10,16,1005,2.67
103,9,21,1006,3.56
75,8,22,1006,1.79
65,7,25,1006,1.79
67,9,28,1006,0.89
53,9,30,1006,2.68
51,4,32,1005,1.79
58,5,33,1005,5.81
39,2,34,1005,8.94
36,0,35,1004,13.86
36,-2,35,1004,19.67
34,-1,34,1004,25.48
37,-1,32,1004,29.5
40,-1,30,1005,33.52
43,-1,30,1005,36.65
54,2,29,1006,40.67
68,5,25,1006,43.8
78,7,25,1006,46.93
93,9,24,1006,50.06
91,10,22,1007,51.85
96,10,22,1007,53.64
106,10,20,1007,55.43
101,12,19,1007,57.22
90,12,18,1007,0.45
95,11,19,1008,1.34
105,12,20,1008,2.23
110,13,22,1008,0.89
116,13,24,1009,2.68
129,12,25,1008,4.47
134,13,27,1008,6.26
120,13,27,1008,8.05
78,11,27,1008,9.84
72,7,27,1007,13.86
79,8,28,1007,17.88
86,9,28,1006,21.01
77,8,28,1006,22.8
82,10,27,1006,25.93
65,10,25,1006,27.72
93,12,23,1006,29.51
148,12,21,1006,0.89
197,12,20,1007,1.78
234,12,18,1007,0.89
229,12,17,1007,1.79
214,12,16,1006,0.89
229,12,16,1006,1.78
198,11,16,1006,1.79
163,11,16,1006,2.68
119,11,15,1006,3.57
124,11,16,1007,5.36
131,12,19,1007,8.49
157,12,21,1007,0.89
178,13,24,1007,1.78
187,14,25,1007,2.67
182,14,26,1007,4.46
174,14,28,1006,1.79
167,10,29,1005,3.13
128,8,30,1005,3.13
108,10,30,1004,6.26
121,12,29,1004,12.07
127,13,28,1004,16.09
118,11,27,1004,20.11
116,9,26,1004,24.13
115,9,24,1005,27.26
123,11,22,1006,29.05
106,12,19,1006,0.89
118,12,19,1005,1.78
149,12,18,1005,2.67
163,12,17,1004,3.56
155,13,16,1004,0.89
150,13,18,1003,2.68
155,12,15,1003,1.79
176,11,15,1003,3.58
